Time,Community size,Prob_rest,Prob_graze,Prob_walk,DTW_score
2019/10/20 5:55,2,60,0,0,0
2019/10/20 6:00,2,60,0,0,0.004166667
2019/10/20 6:05,2,60,0,0,0
2019/10/20 6:10,2,23,0,37,0.383333333
2019/10/20 6:15,5,37,23,0,0.353333333
2019/10/20 6:20,2,41,7,12,0.183333333
2019/10/20 6:25,2,26,34,0,0.195833333
2019/10/20 6:30,2,33,27,0,0.225
2019/10/20 6:35,2,47,13,0,0.108333333
2019/10/20 6:40,3,60,0,0,0.327777778
2019/10/20 6:45,6,60,0,0,0.598611111
2019/10/20 6:50,2,60,0,0,0.291666667
2019/10/20 6:55,3,60,0,0,0.133333333
2019/10/20 7:00,7,60,0,0,nan
2019/10/20 7:05,5,60,0,0,0.206666667
2019/10/20 7:10,5,60,0,0,0.493333333
2019/10/20 7:15,6,60,0,0,0.363888889
2019/10/20 7:20,4,60,0,0,0.270833333
2019/10/20 7:25,6,60,0,0,0.316666667
2019/10/20 7:30,4,58,0,2,0.370833333
2019/10/20 7:35,3,60,0,0,0.819444444
2019/10/20 7:40,3,54,0,6,0.330555556
2019/10/20 7:45,6,44,0,16,0.204166667
2019/10/20 7:50,5,60,0,0,0.165
2019/10/20 7:55,3,60,0,0,0.311111111
2019/10/20 8:00,7,60,0,0,nan
2019/10/20 8:05,7,60,0,0,0.077777778
2019/10/20 8:10,6,52,8,0,0.086111111
2019/10/20 8:15,7,60,0,0,0.028571429
2019/10/20 8:20,4,60,0,0,0.0625
2019/10/20 8:25,9,47,0,13,0.175925926
2019/10/20 8:30,,,,,
2019/10/20 8:35,,,,,
2019/10/20 8:40,,,,,
2019/10/20 8:45,,,,,
2019/10/20 8:50,,,,,
2019/10/20 8:55,,,,,
2019/10/20 9:00,,,,,
2019/10/20 9:05,,,,,
2019/10/20 9:10,,,,,
2019/10/20 9:15,,,,,
2019/10/20 9:20,,,,,
2019/10/20 9:25,,,,,
2019/10/20 9:30,,,,,
2019/10/20 9:35,,,,,
2019/10/20 9:40,,,,,
2019/10/20 9:45,,,,,
2019/10/20 9:50,,,,,
2019/10/20 9:55,,,,,
2019/10/20 10:00,,,,,
2019/10/20 10:05,,,,,
2019/10/20 10:10,,,,,
2019/10/20 10:15,,,,,
2019/10/20 10:20,,,,,
2019/10/20 10:25,,,,,
2019/10/20 10:30,,,,,
2019/10/20 10:35,,,,,
2019/10/20 10:40,,,,,
2019/10/20 10:45,,,,,
2019/10/20 10:50,,,,,
2019/10/20 10:55,,,,,
2019/10/20 11:00,,,,,
2019/10/20 11:05,,,,,
2019/10/20 11:10,,,,,
2019/10/20 11:15,,,,,
2019/10/20 11:20,,,,,
2019/10/20 11:25,,,,,
2019/10/20 11:30,,,,,
2019/10/20 11:35,,,,,
2019/10/20 11:40,,,,,
2019/10/20 11:45,,,,,
2019/10/20 11:50,,,,,
2019/10/20 11:55,,,,,
2019/10/20 12:00,,,,,
2019/10/20 12:05,,,,,
2019/10/20 12:10,,,,,
2019/10/20 12:15,,,,,
2019/10/20 12:20,,,,,
2019/10/20 12:25,,,,,
2019/10/20 12:30,1,0,60,0,0.65
2019/10/20 12:35,5,0,60,0,0.023333333
2019/10/20 12:40,8,0,58,2,0.067708333
2019/10/20 12:45,4,0,55,5,0.114583333
2019/10/20 12:50,4,0,60,0,0.310416667
2019/10/20 12:55,1,0,60,0,0.991666667
2019/10/20 13:00,1,0,60,0,0.991666667
2019/10/20 13:05,1,0,60,0,0.366666667
2019/10/20 13:10,1,0,56,4,0.708333333
2019/10/20 13:15,5,0,42,18,0.238333333
2019/10/20 13:20,8,0,60,0,0.03125
2019/10/20 13:25,5,0,60,0,0.13
2019/10/20 13:30,7,0,60,0,0
2019/10/20 13:35,8,0,60,0,0.033333333
2019/10/20 13:40,6,0,60,0,0.218055556
2019/10/20 13:45,6,0,60,0,0.304166667
2019/10/20 13:50,7,5,55,0,0.191666667
2019/10/20 13:55,5,0,60,0,0.08
2019/10/20 14:00,3,0,60,0,nan
2019/10/20 14:05,4,0,50,10,0.385416667
2019/10/20 14:10,6,5,50,5,0.201388889
2019/10/20 14:15,5,0,60,0,0.191666667
2019/10/20 14:20,1,0,47,13,1.208333333
2019/10/20 14:25,1,6,54,0,0.725
2019/10/20 14:30,1,5,55,0,0.425
2019/10/20 14:35,4,0,60,0,0.072916667
2019/10/20 14:40,6,0,60,0,0.073611111
2019/10/20 14:45,2,0,60,0,0.495833333
2019/10/20 14:50,4,0,56,4,0.341666667
2019/10/20 14:55,5,0,60,0,0.16
2019/10/20 15:00,7,0,60,0,nan
2019/10/20 15:05,5,0,60,0,0.24
2019/10/20 15:10,1,14,16,30,0.866666667
2019/10/20 15:15,1,0,58,2,1.025
2019/10/20 15:20,7,0,50,10,0.205555556
2019/10/20 15:25,3,0,60,0,0.280555556
2019/10/20 15:30,2,1,59,0,0.420833333
2019/10/20 15:35,1,0,60,0,0.991666667
2019/10/20 15:40,1,9,51,0,0.441666667
2019/10/20 15:45,1,29,31,0,0.416666667
2019/10/20 15:50,1,24,22,14,0.533333333
2019/10/20 15:55,6,26,24,10,0.3375
2019/10/20 16:00,6,1,29,30,0.902777778
2019/10/20 16:05,6,0,60,0,0.320833333
2019/10/20 16:10,6,0,60,0,0.190277778
2019/10/20 16:15,7,0,60,0,0.196428571
2019/10/20 16:20,2,0,60,0,0.383333333
2019/10/20 16:25,1,3,57,0,0.308333333
2019/10/20 16:30,1,8,52,0,0.733333333
2019/10/20 16:35,1,2,56,2,0.725
2019/10/20 16:40,1,7,45,8,0.408333333
2019/10/20 16:45,1,4,56,0,0.616666667
2019/10/20 16:50,1,6,54,0,0.741666667
2019/10/20 16:55,2,6,54,0,0.441666667
2019/10/20 17:00,2,2,58,0,0.766666667
2019/10/20 17:05,2,5,55,0,0.608333333
2019/10/20 17:10,2,7,45,8,0.633333333
2019/10/20 17:15,3,0,60,0,0.361111111
2019/10/20 17:20,1,0,60,0,0.225
2019/10/20 17:25,3,2,49,9,0.158333333
2019/10/20 17:30,3,0,57,3,0.027777778
2019/10/20 17:35,2,4,37,19,0.208333333
2019/10/20 17:40,4,32,18,10,0.345833333
2019/10/20 17:45,5,42,3,15,0.511666667
2019/10/20 17:50,3,29,19,12,0.272222222
2019/10/20 17:55,3,42,15,3,0.527777778
2019/10/20 18:00,5,60,0,0,0.351666667
2019/10/20 18:05,6,60,0,0,0.116666667
2019/10/20 18:10,6,60,0,0,0.0125
2019/10/20 18:15,6,60,0,0,0.256944444
2019/10/20 18:20,6,60,0,0,0.15
2019/10/20 18:25,6,60,0,0,0.031944444
2019/10/20 18:30,6,60,0,0,0
2019/10/20 18:35,6,60,0,0,0
2019/10/20 18:40,2,60,0,0,0.041666667
2019/10/20 18:45,6,60,0,0,0
2019/10/20 18:50,6,60,0,0,0
2019/10/20 18:55,6,60,0,0,0
2019/10/20 19:00,1,60,0,0,0
2019/10/20 19:05,6,60,0,0,0
2019/10/20 19:10,6,60,0,0,0.0375
2019/10/20 19:15,6,60,0,0,0.030555556
2019/10/20 19:20,6,60,0,0,0
2019/10/20 19:25,6,60,0,0,0
2019/10/20 19:30,6,60,0,0,0.004166667
2019/10/20 19:35,5,60,0,0,0
2019/10/20 19:40,5,60,0,0,0
2019/10/20 19:45,5,60,0,0,0
2019/10/20 19:50,5,60,0,0,0.003333333
2019/10/20 19:55,5,60,0,0,0
2019/10/20 20:00,6,60,0,0,0.002777778
2019/10/20 20:05,6,60,0,0,0
2019/10/20 20:10,6,57,0,3,0.055555556
2019/10/20 20:15,7,23,3,34,0.385714286
2019/10/20 20:20,4,45,15,0,0.479166667
2019/10/20 20:25,4,24,24,12,0.230555556
2019/10/20 20:30,3,33,15,12,0.238888889
2019/10/20 20:35,3,50,10,0,0.05
2019/10/20 20:40,3,60,0,0,0
2019/10/20 20:45,3,60,0,0,0.002777778
2019/10/20 20:50,3,60,0,0,0
2019/10/20 20:55,4,60,0,0,0.089583333
2019/10/20 21:00,5,60,0,0,0.254166667
2019/10/20 21:05,3,34,22,4,0.208333333
2019/10/20 21:10,4,26,34,0,0.24375
2019/10/20 21:15,4,34,2,24,0.416666667
2019/10/20 21:20,5,51,2,7,0.308333333
2019/10/20 21:25,7,60,0,0,0.233333333
2019/10/20 21:30,3,60,0,0,0.1
2019/10/20 21:35,3,60,0,0,0
2019/10/20 21:40,6,57,0,3,0.095833333
2019/10/20 21:45,3,54,6,0,0.05
2019/10/20 21:50,3,60,0,0,0
2019/10/20 21:55,3,60,0,0,0
2019/10/20 22:00,3,60,0,0,0
2019/10/20 22:05,3,60,0,0,0
2019/10/20 22:10,3,60,0,0,0
2019/10/20 22:15,3,60,0,0,0.005555556
2019/10/20 22:20,3,60,0,0,0
2019/10/20 22:25,3,60,0,0,0.008333333
2019/10/20 22:30,3,60,0,0,0
2019/10/20 22:35,3,60,0,0,0.005555556
2019/10/20 22:40,3,60,0,0,0
2019/10/20 22:45,3,60,0,0,0
2019/10/20 22:50,6,60,0,0,0.001388889
2019/10/20 22:55,3,60,0,0,0.016666667
2019/10/20 23:00,6,60,0,0,nan
2019/10/20 23:05,3,60,0,0,0.05
2019/10/20 23:10,2,60,0,0,0.066666667
2019/10/20 23:15,5,59,1,0,0.058333333
2019/10/20 23:20,5,60,0,0,0
2019/10/20 23:25,3,43,3,14,0.233333333
2019/10/20 23:30,3,47,13,0,0.783333333
2019/10/20 23:35,5,57,3,0,0.46
2019/10/20 23:40,3,60,0,0,0.783333333
2019/10/20 23:45,5,60,0,0,0.25
2019/10/20 23:50,4,52,8,0,0.10625
2019/10/20 23:55,3,60,0,0,0.658333333
2019/10/21 0:00,4,52,0,8,nan
2019/10/21 0:05,5,58,2,0,0.3
2019/10/21 0:10,2,48,12,0,1.170833333
2019/10/21 0:15,6,56,0,4,0.097222222
2019/10/21 0:20,1,60,0,0,1.266666667
2019/10/21 0:25,1,60,0,0,0.575
2019/10/21 0:30,3,60,0,0,0.2
2019/10/21 0:35,5,60,0,0,0
2019/10/21 0:40,8,60,0,0,0
2019/10/21 0:45,6,60,0,0,0
2019/10/21 0:50,6,60,0,0,0.001388889
2019/10/21 0:55,7,60,0,0,0
2019/10/21 1:00,1,60,0,0,0.008333333
2019/10/21 1:05,1,60,0,0,0
2019/10/21 1:10,1,60,0,0,0
2019/10/21 1:15,2,60,0,0,0
2019/10/21 1:20,3,60,0,0,0
2019/10/21 1:25,3,60,0,0,0
2019/10/21 1:30,3,60,0,0,0
2019/10/21 1:35,3,60,0,0,0
2019/10/21 1:40,3,60,0,0,0
2019/10/21 1:45,4,60,0,0,0
2019/10/21 1:50,4,60,0,0,0
2019/10/21 1:55,1,60,0,0,0
2019/10/21 2:00,2,60,0,0,0
2019/10/21 2:05,3,60,0,0,0
2019/10/21 2:10,2,60,0,0,0.004166667
2019/10/21 2:15,3,60,0,0,0
2019/10/21 2:20,2,60,0,0,0
2019/10/21 2:25,2,60,0,0,0
2019/10/21 2:30,2,60,0,0,0
2019/10/21 2:35,2,60,0,0,0
2019/10/21 2:40,2,60,0,0,0
2019/10/21 2:45,2,60,0,0,0
2019/10/21 2:50,2,53,7,0,0.058333333
2019/10/21 2:55,2,60,0,0,0
2019/10/21 3:00,3,60,0,0,0
2019/10/21 3:05,4,60,0,0,0.014583333
2019/10/21 3:10,4,60,0,0,0
2019/10/21 3:15,4,60,0,0,0
2019/10/21 3:20,4,60,0,0,0
2019/10/21 3:25,4,60,0,0,0
2019/10/21 3:30,4,60,0,0,0
2019/10/21 3:35,2,60,0,0,0
2019/10/21 3:40,3,60,0,0,0
2019/10/21 3:45,10,60,0,0,0
2019/10/21 3:50,9,60,0,0,0.009375
2019/10/21 3:55,1,60,0,0,0
2019/10/21 4:00,1,60,0,0,0
2019/10/21 4:05,4,60,0,0,0.0125
2019/10/21 4:10,6,53,7,0,0.058333333
2019/10/21 4:15,4,60,0,0,0.054166667
2019/10/21 4:20,3,60,0,0,0
2019/10/21 4:25,3,60,0,0,0
2019/10/21 4:30,3,60,0,0,0
2019/10/21 4:35,3,60,0,0,0
2019/10/21 4:40,4,60,0,0,0
2019/10/21 4:45,4,60,0,0,0
2019/10/21 4:50,4,60,0,0,0.0125
2019/10/21 4:55,4,60,0,0,0
2019/10/21 5:00,4,60,0,0,0
2019/10/21 5:05,4,60,0,0,0
2019/10/21 5:10,4,60,0,0,0
2019/10/21 5:15,1,60,0,0,0
2019/10/21 5:20,4,60,0,0,0
2019/10/21 5:25,4,60,0,0,0.004166667
2019/10/21 5:30,4,60,0,0,0.054166667
2019/10/21 5:35,3,48,3,9,0.102777778
2019/10/21 5:40,1,28,9,23,0.408333333
2019/10/21 5:45,1,54,2,4,0.133333333
2019/10/21 5:50,1,44,16,0,0.133333333
2019/10/21 5:55,1,51,9,0,0.075
2019/10/21 6:00,1,60,0,0,0
2019/10/21 6:05,1,60,0,0,0
2019/10/21 6:10,1,60,0,0,0.233333333
2019/10/21 6:15,2,52,0,8,0.591666667
2019/10/21 6:20,4,55,0,5,0.464583333
2019/10/21 6:25,3,32,18,10,0.297222222
2019/10/21 6:30,6,49,11,0,0.270833333
2019/10/21 6:35,5,33,16,11,0.303333333
2019/10/21 6:40,6,44,7,9,0.195833333
2019/10/21 6:45,8,60,0,0,0.057291667
2019/10/21 6:50,6,60,0,0,0.1
2019/10/21 6:55,8,51,0,9,0.188541667
2019/10/21 7:00,8,60,0,0,nan
2019/10/21 7:05,8,60,0,0,0
2019/10/21 7:10,7,60,0,0,0
2019/10/21 7:15,8,60,0,0,0
2019/10/21 7:20,8,60,0,0,0
2019/10/21 7:25,8,60,0,0,0.015625
2019/10/21 7:30,7,60,0,0,0.042857143
2019/10/21 7:35,6,60,0,0,0.030555556
2019/10/21 7:40,6,60,0,0,0
2019/10/21 7:45,1,60,0,0,0
2019/10/21 7:50,1,60,0,0,0
2019/10/21 7:55,1,60,0,0,0
2019/10/21 8:00,4,60,0,0,nan
2019/10/21 8:05,4,60,0,0,0.0125
2019/10/21 8:10,1,60,0,0,0.2
2019/10/21 8:15,6,60,0,0,0.380555556
2019/10/21 8:20,5,53,0,7,0.095
2019/10/21 8:25,3,60,0,0,0.044444444
2019/10/21 8:30,,,,,
2019/10/21 8:35,,,,,
2019/10/21 8:40,,,,,
2019/10/21 8:45,,,,,
2019/10/21 8:50,,,,,
2019/10/21 8:55,,,,,
2019/10/21 9:00,,,,,
2019/10/21 9:05,,,,,
2019/10/21 9:10,,,,,
2019/10/21 9:15,,,,,
2019/10/21 9:20,,,,,
2019/10/21 9:25,,,,,
2019/10/21 9:30,,,,,
2019/10/21 9:35,,,,,
2019/10/21 9:40,,,,,
2019/10/21 9:45,,,,,
2019/10/21 9:50,,,,,
2019/10/21 9:55,,,,,
2019/10/21 10:00,,,,,
2019/10/21 10:05,,,,,
2019/10/21 10:10,,,,,
2019/10/21 10:15,,,,,
2019/10/21 10:20,,,,,
2019/10/21 10:25,,,,,
2019/10/21 10:30,,,,,
2019/10/21 10:35,,,,,
2019/10/21 10:40,,,,,
2019/10/21 10:45,,,,,
2019/10/21 10:50,,,,,
2019/10/21 10:55,,,,,
2019/10/21 11:00,,,,,
2019/10/21 11:05,,,,,
2019/10/21 11:10,,,,,
2019/10/21 11:15,,,,,
2019/10/21 11:20,,,,,
2019/10/21 11:25,,,,,
2019/10/21 11:30,,,,,
2019/10/21 11:35,,,,,
2019/10/21 11:40,,,,,
2019/10/21 11:45,,,,,
2019/10/21 11:50,,,,,
2019/10/21 11:55,,,,,
2019/10/21 12:00,,,,,
2019/10/21 12:05,,,,,
2019/10/21 12:10,,,,,
2019/10/21 12:15,,,,,
2019/10/21 12:20,,,,,
2019/10/21 12:25,,,,,
2019/10/21 12:30,4,0,51,9,0.170833333
2019/10/21 12:35,2,0,48,12,0.166666667
2019/10/21 12:40,7,0,54,6,0.038095238
2019/10/21 12:45,6,24,26,10,0.393055556
2019/10/21 12:50,1,0,38,22,0.65
2019/10/21 12:55,1,0,46,14,0.491666667
2019/10/21 13:00,5,0,60,0,0.021666667
2019/10/21 13:05,4,0,60,0,0.022916667
2019/10/21 13:10,1,0,41,19,0.208333333
2019/10/21 13:15,4,0,60,0,0.00625
2019/10/21 13:20,9,0,60,0,0.007291667
2019/10/21 13:25,10,0,60,0,0.091666667
2019/10/21 13:30,7,0,60,0,0.165277778
2019/10/21 13:35,2,1,59,0,0.458333333
2019/10/21 13:40,3,3,57,0,0.102777778
2019/10/21 13:45,4,0,60,0,0.160416667
2019/10/21 13:50,4,13,47,0,0.51875
2019/10/21 13:55,5,0,48,12,0.210416667
2019/10/21 14:00,6,2,58,0,0.321666667
2019/10/21 14:05,3,22,38,0,0.177777778
2019/10/21 14:10,2,8,52,0,0.1375
2019/10/21 14:15,2,2,58,0,0.229166667
2019/10/21 14:20,3,6,45,9,0.366666667
2019/10/21 14:25,4,3,57,0,0.185416667
2019/10/21 14:30,7,2,58,0,0.138095238
2019/10/21 14:35,4,0,60,0,0.108333333
2019/10/21 14:40,1,1,59,0,0.35
2019/10/21 14:45,3,3,57,0,0.125
2019/10/21 14:50,6,0,60,0,0.135
2019/10/21 14:55,4,0,60,0,0.052083333
2019/10/21 15:00,6,0,60,0,0.01
2019/10/21 15:05,1,3,57,0,0.025
2019/10/21 15:10,8,0,42,18,0.165625
2019/10/21 15:15,1,0,49,11,0.091666667
2019/10/21 15:20,1,14,13,33,0.525
2019/10/21 15:25,1,2,38,20,0.375
2019/10/21 15:30,1,0,60,0,0.991666667
2019/10/21 15:35,1,24,36,0,0.383333333
2019/10/21 15:40,1,12,41,7,0.425
2019/10/21 15:45,1,43,9,8,0.208333333
2019/10/21 15:50,1,45,15,0,0.116666667
2019/10/21 15:55,1,14,46,0,0.291666667
2019/10/21 16:00,4,15,21,24,0.44375
2019/10/21 16:05,5,0,29,31,0.436666667
2019/10/21 16:10,3,3,21,36,0.361111111
2019/10/21 16:15,5,2,58,0,0.52
2019/10/21 16:20,3,6,38,16,0.269444444
2019/10/21 16:25,6,1,46,13,0.419444444
2019/10/21 16:30,4,0,38,22,0.225
2019/10/21 16:35,4,3,57,0,0.06875
2019/10/21 16:40,7,8,12,40,0.213888889
2019/10/21 16:45,5,11,45,4,0.172916667
2019/10/21 16:50,2,6,54,0,0.225
2019/10/21 16:55,7,7,53,0,0.102380952
2019/10/21 17:00,4,0,60,0,nan
2019/10/21 17:05,3,18,42,0,0.169444444
2019/10/21 17:10,4,3,50,7,0.283333333
2019/10/21 17:15,7,0,60,0,0.276190476
2019/10/21 17:20,5,26,28,6,0.316666667
2019/10/21 17:25,6,9,30,21,0.269444444
2019/10/21 17:30,3,0,60,0,0.361111111
2019/10/21 17:35,5,0,60,0,0.178333333
2019/10/21 17:40,1,5,30,25,0.491666667
2019/10/21 17:45,1,30,30,0,0.008333333
2019/10/21 17:50,3,47,4,9,0.577777778
2019/10/21 17:55,3,60,0,0,0.766666667
2019/10/21 18:00,4,45,3,12,nan
2019/10/21 18:05,4,60,0,0,0.479166667
2019/10/21 18:10,4,60,0,0,0.072916667
2019/10/21 18:15,3,60,0,0,0.558333333
2019/10/21 18:20,2,36,5,19,0.545833333
2019/10/21 18:25,1,60,0,0,0.85
2019/10/21 18:30,1,33,21,6,0.25
2019/10/21 18:35,2,60,0,0,0.729166667
2019/10/21 18:40,3,54,0,6,0.166666667
2019/10/21 18:45,3,40,12,8,0.233333333
2019/10/21 18:50,2,53,3,4,0.091666667
2019/10/21 18:55,2,30,2,28,0.433333333
2019/10/21 19:00,3,37,10,13,0.166666667
2019/10/21 19:05,1,46,9,5,1.433333333
2019/10/21 19:10,1,60,0,0,1.416666667
2019/10/21 19:15,3,60,0,0,0.127777778
2019/10/21 19:20,3,60,0,0,0
2019/10/21 19:25,3,60,0,0,0
2019/10/21 19:30,3,43,14,3,0.166666667
2019/10/21 19:35,7,33,16,11,0.680952381
2019/10/21 19:40,9,60,0,0,0.886111111
2019/10/21 19:45,5,60,0,0,0.616666667
2019/10/21 19:50,5,44,0,16,0.293333333
2019/10/21 19:55,2,44,6,10,0.6125
2019/10/21 20:00,3,27,32,1,nan
2019/10/21 20:05,6,44,16,0,0.351666667
2019/10/21 20:10,4,60,0,0,1.085416667
2019/10/21 20:15,2,60,0,0,0.420833333
2019/10/21 20:20,2,60,0,0,0.658333333
2019/10/21 20:25,3,60,0,0,0.188888889
2019/10/21 20:30,4,60,0,0,0
2019/10/21 20:35,4,28,9,23,0.352083333
2019/10/21 20:40,4,35,3,22,0.391666667
2019/10/21 20:45,4,54,3,3,0.075
2019/10/21 20:50,5,60,0,0,0.19
2019/10/21 20:55,5,50,0,10,0.361666667
2019/10/21 21:00,3,42,11,7,0.330555556
2019/10/21 21:05,4,60,0,0,0.0625
2019/10/21 21:10,4,60,0,0,0
2019/10/21 21:15,1,60,0,0,0
2019/10/21 21:20,1,60,0,0,0
2019/10/21 21:25,4,60,0,0,0
2019/10/21 21:30,4,60,0,0,0
2019/10/21 21:35,3,60,0,0,0
2019/10/21 21:40,3,60,0,0,0
2019/10/21 21:45,3,60,0,0,0
2019/10/21 21:50,4,60,0,0,0.014583333
2019/10/21 21:55,4,60,0,0,0
2019/10/21 22:00,4,60,0,0,0
2019/10/21 22:05,3,60,0,0,0.013888889
2019/10/21 22:10,4,60,0,0,0.004166667
2019/10/21 22:15,4,60,0,0,0.0125
2019/10/21 22:20,4,60,0,0,0.095833333
2019/10/21 22:25,4,60,0,0,0
2019/10/21 22:30,4,60,0,0,0
2019/10/21 22:35,4,60,0,0,0
2019/10/21 22:40,4,60,0,0,0.258333333
2019/10/21 22:45,2,51,2,7,0.341666667
2019/10/21 22:50,2,42,13,5,0.216666667
2019/10/21 22:55,2,60,0,0,0.041666667
2019/10/21 23:00,6,60,0,0,0.17
2019/10/21 23:05,6,60,0,0,0.803333333
2019/10/21 23:10,3,60,0,0,0.625
2019/10/21 23:15,6,60,0,0,1.009722222
2019/10/21 23:20,2,60,0,0,0.516666667
2019/10/21 23:25,2,50,0,10,0.35
2019/10/21 23:30,5,58,0,2,0.655
2019/10/21 23:35,1,60,0,0,0.541666667
2019/10/21 23:40,5,54,0,6,0.146666667
2019/10/21 23:45,1,43,5,12,0.583333333
2019/10/21 23:50,2,32,14,14,0.320833333
2019/10/21 23:55,1,26,17,17,0.3
2019/10/22 0:00,2,34,20,6,nan
2019/10/22 0:05,2,46,8,6,0.2625
2019/10/22 0:10,3,46,0,14,0.363888889
2019/10/22 0:15,3,47,0,13,0.313888889
2019/10/22 0:20,2,60,0,0,0.008333333
2019/10/22 0:25,2,60,0,0,0
2019/10/22 0:30,2,60,0,0,0
2019/10/22 0:35,2,60,0,0,0
2019/10/22 0:40,2,60,0,0,0.004166667
2019/10/22 0:45,4,60,0,0,0
2019/10/22 0:50,4,60,0,0,0
2019/10/22 0:55,4,60,0,0,0.00625
2019/10/22 1:00,3,60,0,0,nan
2019/10/22 1:05,3,60,0,0,0
2019/10/22 1:10,4,60,0,0,0
2019/10/22 1:15,4,60,0,0,0
2019/10/22 1:20,2,60,0,0,0.0625
2019/10/22 1:25,4,60,0,0,0
2019/10/22 1:30,4,60,0,0,0
2019/10/22 1:35,4,60,0,0,0
2019/10/22 1:40,2,60,0,0,0
2019/10/22 1:45,4,60,0,0,0
2019/10/22 1:50,2,60,0,0,0
2019/10/22 1:55,2,60,0,0,0.020833333
2019/10/22 2:00,4,60,0,0,0
2019/10/22 2:05,4,60,0,0,0
2019/10/22 2:10,1,60,0,0,0
2019/10/22 2:15,2,60,0,0,0
2019/10/22 2:20,2,60,0,0,0.058333333
2019/10/22 2:25,2,60,0,0,0
2019/10/22 2:30,2,60,0,0,0
2019/10/22 2:35,2,60,0,0,0
2019/10/22 2:40,2,60,0,0,0
2019/10/22 2:45,4,60,0,0,0
2019/10/22 2:50,4,54,0,6,0.1625
2019/10/22 2:55,5,55,0,5,0.253333333
2019/10/22 3:00,2,60,0,0,0
2019/10/22 3:05,2,60,0,0,0
2019/10/22 3:10,5,60,0,0,0.006666667
2019/10/22 3:15,7,60,0,0,0.021428571
2019/10/22 3:20,6,60,0,0,0
2019/10/22 3:25,2,60,0,0,0
2019/10/22 3:30,3,60,0,0,0
2019/10/22 3:35,3,60,0,0,0
2019/10/22 3:40,2,60,0,0,0
2019/10/22 3:45,2,60,0,0,0
2019/10/22 3:50,3,60,0,0,0
2019/10/22 3:55,5,60,0,0,0.006666667
2019/10/22 4:00,3,57,3,0,0.025
2019/10/22 4:05,3,57,3,0,0.088888889
2019/10/22 4:10,3,60,0,0,0
2019/10/22 4:15,3,60,0,0,0
2019/10/22 4:20,3,60,0,0,0.022222222
2019/10/22 4:25,4,60,0,0,0.0125
2019/10/22 4:30,3,60,0,0,0
2019/10/22 4:35,3,60,0,0,0
2019/10/22 4:40,3,60,0,0,0
2019/10/22 4:45,2,60,0,0,0
2019/10/22 4:50,6,60,0,0,0
2019/10/22 4:55,3,60,0,0,0
2019/10/22 5:00,3,59,1,0,0.008333333
2019/10/22 5:05,3,60,0,0,0
2019/10/22 5:10,3,60,0,0,0
2019/10/22 5:15,4,60,0,0,0
2019/10/22 5:20,6,60,0,0,0
2019/10/22 5:25,3,60,0,0,0
2019/10/22 5:30,2,60,0,0,0
2019/10/22 5:35,2,60,0,0,0
2019/10/22 5:40,2,60,0,0,0
2019/10/22 5:45,2,60,0,0,0
2019/10/22 5:50,2,60,0,0,0
2019/10/22 5:55,2,60,0,0,0
2019/10/22 6:00,3,60,0,0,0
2019/10/22 6:05,6,60,0,0,0
2019/10/22 6:10,2,60,0,0,0.058333333
2019/10/22 6:15,3,60,0,0,0.466666667
2019/10/22 6:20,4,50,0,10,0.4625
2019/10/22 6:25,5,14,25,21,0.413333333
2019/10/22 6:30,8,21,32,7,0.197916667
2019/10/22 6:35,3,49,6,5,0.216666667
2019/10/22 6:40,7,50,2,8,0.451190476
2019/10/22 6:45,5,44,16,0,0.291666667
2019/10/22 6:50,5,60,0,0,0.295
2019/10/22 6:55,4,60,0,0,0
2019/10/22 7:00,6,55,5,0,0.126388889
2019/10/22 7:05,1,60,0,0,0
2019/10/22 7:10,3,60,0,0,0.022222222
2019/10/22 7:15,6,60,0,0,0.015277778
2019/10/22 7:20,5,55,0,5,0.083333333
2019/10/22 7:25,7,60,0,0,0.126190476
2019/10/22 7:30,5,60,0,0,0.043333333
2019/10/22 7:35,6,60,0,0,0.293055556
2019/10/22 7:40,3,60,0,0,0.544444444
2019/10/22 7:45,7,60,0,0,0.136904762
2019/10/22 7:50,5,60,0,0,0
2019/10/22 7:55,4,60,0,0,0
2019/10/22 8:00,8,60,0,0,nan
2019/10/22 8:05,8,60,0,0,0.001041667
2019/10/22 8:10,8,60,0,0,0.132291667
2019/10/22 8:15,7,60,0,0,0.13452381
2019/10/22 8:20,5,60,0,0,0.075
2019/10/22 8:25,4,60,0,0,0.025
2019/10/22 8:30,,,,,
2019/10/22 8:35,,,,,
2019/10/22 8:40,,,,,
2019/10/22 8:45,,,,,
2019/10/22 8:50,,,,,
2019/10/22 8:55,,,,,
2019/10/22 9:00,,,,,
2019/10/22 9:05,,,,,
2019/10/22 9:10,,,,,
2019/10/22 9:15,,,,,
2019/10/22 9:20,,,,,
2019/10/22 9:25,,,,,
2019/10/22 9:30,,,,,
2019/10/22 9:35,,,,,
2019/10/22 9:40,,,,,
2019/10/22 9:45,,,,,
2019/10/22 9:50,,,,,
2019/10/22 9:55,,,,,
2019/10/22 10:00,,,,,
2019/10/22 10:05,,,,,
2019/10/22 10:10,,,,,
2019/10/22 10:15,,,,,
2019/10/22 10:20,,,,,
2019/10/22 10:25,,,,,
2019/10/22 10:30,,,,,
2019/10/22 10:35,,,,,
2019/10/22 10:40,,,,,
2019/10/22 10:45,,,,,
2019/10/22 10:50,,,,,
