Time,Community size,Prob_rest,Prob_graze,Prob_walk,DTW_score
2019/10/18 1:50,7,60,0,0,0
2019/10/18 1:55,3,60,0,0,0
2019/10/18 2:00,6,60,0,0,0
2019/10/18 2:05,6,60,0,0,0
2019/10/18 2:10,6,60,0,0,0
2019/10/18 2:15,7,60,0,0,0
2019/10/18 2:20,7,60,0,0,0
2019/10/18 2:25,7,60,0,0,0
2019/10/18 2:30,7,60,0,0,0.004761905
2019/10/18 2:35,7,60,0,0,0
2019/10/18 2:40,7,60,0,0,0.004761905
2019/10/18 2:45,4,60,0,0,0.00625
2019/10/18 2:50,4,60,0,0,0
2019/10/18 2:55,7,60,0,0,0
2019/10/18 3:00,8,60,0,0,0
2019/10/18 3:05,8,60,0,0,0
2019/10/18 3:10,8,60,0,0,0
2019/10/18 3:15,8,60,0,0,0
2019/10/18 3:20,7,60,0,0,0
2019/10/18 3:25,4,60,0,0,0
2019/10/18 3:30,4,60,0,0,0
2019/10/18 3:35,8,60,0,0,0
2019/10/18 3:40,8,60,0,0,0
2019/10/18 3:45,5,60,0,0,0
2019/10/18 3:50,5,60,0,0,0
2019/10/18 3:55,8,60,0,0,0
2019/10/18 4:00,8,60,0,0,0.027083333
2019/10/18 4:05,5,60,0,0,0
2019/10/18 4:10,5,60,0,0,0
2019/10/18 4:15,4,60,0,0,0.054166667
2019/10/18 4:20,4,60,0,0,0
2019/10/18 4:25,4,60,0,0,0
2019/10/18 4:30,8,60,0,0,0
2019/10/18 4:35,7,60,0,0,0
2019/10/18 4:40,6,60,0,0,0
2019/10/18 4:45,8,60,0,0,0
2019/10/18 4:50,8,60,0,0,0.00625
2019/10/18 4:55,8,60,0,0,0
2019/10/18 5:00,8,60,0,0,0.009375
2019/10/18 5:05,6,60,0,0,0
2019/10/18 5:10,6,60,0,0,0
2019/10/18 5:15,7,60,0,0,0
2019/10/18 5:20,7,60,0,0,0
2019/10/18 5:25,8,60,0,0,0.003125
2019/10/18 5:30,8,60,0,0,0
2019/10/18 5:35,5,60,0,0,0
2019/10/18 5:40,4,60,0,0,0
2019/10/18 5:45,5,60,0,0,0.001666667
2019/10/18 5:50,8,60,0,0,0
2019/10/18 5:55,7,60,0,0,0
2019/10/18 6:00,8,60,0,0,0.004166667
2019/10/18 6:05,6,26,0,34,0.154166667
2019/10/18 6:10,4,29,0,31,0.210416667
2019/10/18 6:15,4,24,19,17,0.316666667
2019/10/18 6:20,7,23,2,35,0.544047619
2019/10/18 6:25,1,35,15,10,0.341666667
2019/10/18 6:30,4,18,24,18,0.322916667
2019/10/18 6:35,8,40,12,8,0.241666667
2019/10/18 6:40,5,38,13,9,0.201666667
2019/10/18 6:45,6,49,11,0,0.1125
2019/10/18 6:50,5,60,0,0,0.095
2019/10/18 6:55,5,53,0,7,0.141666667
2019/10/18 7:00,5,60,0,0,0
2019/10/18 7:05,5,60,0,0,0
2019/10/18 7:10,5,60,0,0,0
2019/10/18 7:15,6,60,0,0,0.080555556
2019/10/18 7:20,5,54,0,6,0.16
2019/10/18 7:25,5,60,0,0,0.103333333
2019/10/18 7:30,9,60,0,0,0.169444444
2019/10/18 7:35,5,60,0,0,0.471666667
2019/10/18 7:40,5,60,0,0,0.036666667
2019/10/18 7:45,4,49,0,11,0.183333333
2019/10/18 7:50,8,60,0,0,0
2019/10/18 7:55,1,60,0,0,0.183333333
2019/10/18 8:00,1,60,0,0,0
2019/10/18 8:05,1,60,0,0,0
2019/10/18 8:10,3,60,0,0,0.025
2019/10/18 8:15,2,50,0,10,0.166666667
2019/10/18 8:20,9,59,1,0,0.138888889
2019/10/18 8:25,6,60,0,0,0.320833333
2019/10/18 8:30,,,,,
2019/10/18 8:35,,,,,
2019/10/18 8:40,,,,,
2019/10/18 8:45,,,,,
2019/10/18 8:50,,,,,
2019/10/18 8:55,,,,,
2019/10/18 9:00,,,,,
2019/10/18 9:05,,,,,
2019/10/18 9:10,,,,,
2019/10/18 9:15,,,,,
2019/10/18 9:20,,,,,
2019/10/18 9:25,,,,,
2019/10/18 9:30,,,,,
2019/10/18 9:35,,,,,
2019/10/18 9:40,,,,,
2019/10/18 9:45,,,,,
2019/10/18 9:50,,,,,
2019/10/18 9:55,,,,,
2019/10/18 10:00,,,,,
2019/10/18 10:05,,,,,
2019/10/18 10:10,,,,,
2019/10/18 10:15,,,,,
2019/10/18 10:20,,,,,
2019/10/18 10:25,,,,,
2019/10/18 10:30,,,,,
2019/10/18 10:35,,,,,
2019/10/18 10:40,,,,,
2019/10/18 10:45,,,,,
2019/10/18 10:50,,,,,
2019/10/18 10:55,,,,,
2019/10/18 11:00,,,,,
2019/10/18 11:05,,,,,
2019/10/18 11:10,,,,,
2019/10/18 11:15,,,,,
2019/10/18 11:20,,,,,
2019/10/18 11:25,,,,,
2019/10/18 11:30,,,,,
2019/10/18 11:35,,,,,
2019/10/18 11:40,,,,,
2019/10/18 11:45,,,,,
2019/10/18 11:50,,,,,
2019/10/18 11:55,,,,,
2019/10/18 12:00,,,,,
2019/10/18 12:05,,,,,
2019/10/18 12:10,,,,,
2019/10/18 12:15,,,,,
2019/10/18 12:20,,,,,
2019/10/18 12:25,,,,,
2019/10/18 12:30,8,0,53,7,0.075
2019/10/18 12:35,6,10,30,20,0.3
2019/10/18 12:40,7,0,59,1,0.008333333
2019/10/18 12:45,6,0,60,0,0.022222222
2019/10/18 12:50,4,0,60,0,0.072916667
2019/10/18 12:55,3,0,60,0,0.05
2019/10/18 13:00,5,0,60,0,nan
2019/10/18 13:05,6,0,60,0,0.052777778
2019/10/18 13:10,2,0,60,0,0.0875
2019/10/18 13:15,3,0,60,0,0.113888889
2019/10/18 13:20,4,0,56,4,0.029166667
2019/10/18 13:25,6,0,60,0,0.081944444
2019/10/18 13:30,4,0,42,18,0.172916667
2019/10/18 13:35,6,0,37,23,0.215277778
2019/10/18 13:40,5,5,43,12,0.168333333
2019/10/18 13:45,6,12,48,0,0.295
2019/10/18 13:50,1,1,49,10,0.383333333
2019/10/18 13:55,1,0,60,0,0.358333333
2019/10/18 14:00,7,6,44,10,nan
2019/10/18 14:05,2,0,42,18,0.325
2019/10/18 14:10,2,0,60,0,0.4125
2019/10/18 14:15,1,1,59,0,0.266666667
2019/10/18 14:20,3,2,58,0,0.375
2019/10/18 14:25,4,10,50,0,0.64375
2019/10/18 14:30,6,1,53,6,0.094444444
2019/10/18 14:35,4,1,41,18,0.145833333
2019/10/18 14:40,6,0,56,4,0.247222222
2019/10/18 14:45,5,0,37,23,0.168333333
2019/10/18 14:50,2,0,56,4,0.075
2019/10/18 14:55,4,0,60,0,0.025
2019/10/18 15:00,4,1,59,0,nan
2019/10/18 15:05,4,10,50,0,0.202083333
2019/10/18 15:10,1,3,42,15,0.933333333
2019/10/18 15:15,1,3,45,12,0.725
2019/10/18 15:20,1,4,56,0,0.408333333
2019/10/18 15:25,1,0,60,0,0.6
2019/10/18 15:30,4,0,60,0,0.027083333
2019/10/18 15:35,3,0,38,22,0.591666667
2019/10/18 15:40,4,24,2,34,0.533333333
2019/10/18 15:45,6,12,13,35,0.370833333
2019/10/18 15:50,4,42,18,0,0.241666667
2019/10/18 15:55,6,23,31,6,0.281944444
2019/10/18 16:00,9,6,54,0,nan
2019/10/18 16:05,1,4,50,6,0.458333333
2019/10/18 16:10,7,6,54,0,0.088095238
2019/10/18 16:15,4,1,59,0,0.214583333
2019/10/18 16:20,6,2,21,37,0.570833333
2019/10/18 16:25,1,22,33,5,0.325
2019/10/18 16:30,5,2,27,31,0.243333333
2019/10/18 16:35,4,5,50,5,0.172916667
2019/10/18 16:40,6,7,41,12,0.404166667
2019/10/18 16:45,6,1,59,0,0.319444444
2019/10/18 16:50,4,2,58,0,0.254166667
2019/10/18 16:55,6,6,48,6,0.215277778
2019/10/18 17:00,7,29,28,3,nan
2019/10/18 17:05,7,18,38,4,0.277380952
2019/10/18 17:10,5,4,56,0,0.325
2019/10/18 17:15,4,23,31,6,0.385416667
2019/10/18 17:20,6,38,22,0,0.629166667
2019/10/18 17:25,5,3,57,0,0.451666667
2019/10/18 17:30,6,12,34,14,0.413888889
2019/10/18 17:35,6,24,36,0,0.5375
2019/10/18 17:40,6,43,17,0,0.508333333
2019/10/18 17:45,9,47,13,0,0.513888889
2019/10/18 17:50,7,60,0,0,0.79047619
2019/10/18 17:55,7,60,0,0,1.026190476
2019/10/18 18:00,7,53,0,7,nan
2019/10/18 18:05,8,41,0,19,0.675
2019/10/18 18:10,8,60,0,0,0.461458333
2019/10/18 18:15,7,60,0,0,0.796428571
2019/10/18 18:20,6,60,0,0,0.618055556
2019/10/18 18:25,7,60,0,0,0.319047619
2019/10/18 18:30,8,60,0,0,0.045833333
2019/10/18 18:35,6,60,0,0,0.090277778
2019/10/18 18:40,7,60,0,0,0.317857143
2019/10/18 18:45,6,60,0,0,0.469444444
2019/10/18 18:50,7,60,0,0,0.4
2019/10/18 18:55,7,60,0,0,0.504761905
2019/10/18 19:00,7,60,0,0,1.05
2019/10/18 19:05,5,60,0,0,0.591666667
2019/10/18 19:10,5,60,0,0,0.513333333
2019/10/18 19:15,5,60,0,0,0.556666667
2019/10/18 19:20,5,60,0,0,0.968333333
2019/10/18 19:25,5,60,0,0,0.516666667
2019/10/18 19:30,6,60,0,0,0.802777778
2019/10/18 19:35,6,60,0,0,0.466666667
2019/10/18 19:40,8,60,0,0,0.533333333
2019/10/18 19:45,6,60,0,0,0.809722222
2019/10/18 19:50,6,60,0,0,1.341666667
2019/10/18 19:55,7,60,0,0,1.288095238
2019/10/18 20:00,7,60,0,0,nan
2019/10/18 20:05,7,60,0,0,0.710714286
2019/10/18 20:10,7,60,0,0,0.832142857
2019/10/18 20:15,4,52,0,8,0.772916667
2019/10/18 20:20,5,45,3,12,0.218333333
2019/10/18 20:25,6,18,28,14,0.486111111
2019/10/18 20:30,5,44,10,6,0.33
2019/10/18 20:35,4,53,3,4,0.289583333
2019/10/18 20:40,6,30,24,6,0.220833333
2019/10/18 20:45,5,27,33,0,0.416666667
2019/10/18 20:50,5,35,11,14,0.495
2019/10/18 20:55,6,45,4,11,0.204166667
2019/10/18 21:00,6,41,15,4,nan
2019/10/18 21:05,6,60,0,0,0.697222222
2019/10/18 21:10,6,60,0,0,0.775
2019/10/18 21:15,6,60,0,0,0.536111111
2019/10/18 21:20,6,60,0,0,0.580555556
2019/10/18 21:25,6,40,13,7,0.458333333
2019/10/18 21:30,6,60,0,0,0.6375
2019/10/18 21:35,6,60,0,0,0.394444444
2019/10/18 21:40,6,60,0,0,0.627777778
2019/10/18 21:45,6,60,0,0,0.623611111
2019/10/18 21:50,6,60,0,0,0.3625
2019/10/18 21:55,3,60,0,0,0.302777778
2019/10/18 22:00,6,60,0,0,0.627777778
2019/10/18 22:05,4,60,0,0,0.502083333
2019/10/18 22:10,5,60,0,0,0.725
2019/10/18 22:15,5,60,0,0,1.023333333
2019/10/18 22:20,5,60,0,0,0.488333333
2019/10/18 22:25,5,60,0,0,0.563333333
2019/10/18 22:30,5,60,0,0,0.965
2019/10/18 22:35,5,60,0,0,0.861666667
2019/10/18 22:40,5,60,0,0,0.533333333
2019/10/18 22:45,5,60,0,0,0.428333333
2019/10/18 22:50,5,60,0,0,1.145
2019/10/18 22:55,8,60,0,0,0.707291667
2019/10/18 23:00,5,54,0,6,0.536666667
2019/10/18 23:05,5,55,0,5,0.445
2019/10/18 23:10,5,55,5,0,0.92
2019/10/18 23:15,5,60,0,0,0.551666667
2019/10/18 23:20,5,60,0,0,0.54
2019/10/18 23:25,5,60,0,0,0.741666667
2019/10/18 23:30,3,60,0,0,0.638888889
2019/10/18 23:35,5,60,0,0,0.988333333
2019/10/18 23:40,5,60,0,0,0.646666667
2019/10/18 23:45,10,38,10,12,0.408333333
2019/10/18 23:50,7,57,3,0,0.591666667
2019/10/18 23:55,6,43,9,8,0.768055556
2019/10/19 0:00,6,60,0,0,0.865277778
2019/10/19 0:05,6,60,0,0,0.794444444
2019/10/19 0:10,4,60,0,0,0.4875
2019/10/19 0:15,5,60,0,0,0.646666667
2019/10/19 0:20,3,60,0,0,0.883333333
2019/10/19 0:25,5,60,0,0,0.893333333
2019/10/19 0:30,6,60,0,0,0.070833333
2019/10/19 0:35,5,60,0,0,0.653333333
2019/10/19 0:40,6,60,0,0,0.470833333
2019/10/19 0:45,4,60,0,0,0.266666667
2019/10/19 0:50,7,60,0,0,0.317857143
2019/10/19 0:55,3,60,0,0,1.036111111
2019/10/19 1:00,4,60,0,0,0.229166667
2019/10/19 1:05,4,60,0,0,0.077083333
2019/10/19 1:10,3,60,0,0,0.002777778
2019/10/19 1:15,7,60,0,0,0.448809524
2019/10/19 1:20,7,60,0,0,0.220238095
2019/10/19 1:25,7,60,0,0,0.653571429
2019/10/19 1:30,7,60,0,0,0.530952381
2019/10/19 1:35,6,60,0,0,0.686111111
2019/10/19 1:40,7,60,0,0,1.244047619
2019/10/19 1:45,7,60,0,0,1.307142857
2019/10/19 1:50,5,60,0,0,1.121666667
2019/10/19 1:55,6,60,0,0,1.048611111
2019/10/19 2:00,6,60,0,0,0.3375
2019/10/19 2:05,6,60,0,0,1.319444444
2019/10/19 2:10,5,60,0,0,0.378333333
2019/10/19 2:15,5,60,0,0,0.991666667
2019/10/19 2:20,3,60,0,0,0.25
2019/10/19 2:25,5,60,0,0,1.578333333
2019/10/19 2:30,6,60,0,0,0.472222222
2019/10/19 2:35,5,60,0,0,0.235
2019/10/19 2:40,5,60,0,0,0.006666667
2019/10/19 2:45,5,60,0,0,0
2019/10/19 2:50,5,60,0,0,0
2019/10/19 2:55,5,60,0,0,0
2019/10/19 3:00,4,60,0,0,0
2019/10/19 3:05,4,60,0,0,0
2019/10/19 3:10,5,60,0,0,0
2019/10/19 3:15,5,60,0,0,0
2019/10/19 3:20,4,60,0,0,0
2019/10/19 3:25,4,60,0,0,0
2019/10/19 3:30,4,60,0,0,0
2019/10/19 3:35,4,60,0,0,0
2019/10/19 3:40,5,60,0,0,0.583333333
2019/10/19 3:45,5,60,0,0,0.698333333
2019/10/19 3:50,3,55,5,0,0.322222222
2019/10/19 3:55,3,60,0,0,0.233333333
2019/10/19 4:00,3,60,0,0,0.177777778
2019/10/19 4:05,3,60,0,0,0.058333333
2019/10/19 4:10,3,60,0,0,0
2019/10/19 4:15,3,60,0,0,0.069444444
2019/10/19 4:20,3,60,0,0,0.197222222
2019/10/19 4:25,3,60,0,0,0
2019/10/19 4:30,3,60,0,0,0
2019/10/19 4:35,3,60,0,0,0
2019/10/19 4:40,3,59,1,0,0.008333333
2019/10/19 4:45,3,60,0,0,0
2019/10/19 4:50,3,60,0,0,0.002777778
2019/10/19 4:55,3,60,0,0,0
2019/10/19 5:00,3,60,0,0,0
2019/10/19 5:05,3,60,0,0,0
2019/10/19 5:10,3,60,0,0,0.058333333
2019/10/19 5:15,3,60,0,0,0.186111111
2019/10/19 5:20,3,60,0,0,0.197222222
2019/10/19 5:25,3,60,0,0,0.177777778
2019/10/19 5:30,3,60,0,0,0.136111111
2019/10/19 5:35,3,60,0,0,0.258333333
2019/10/19 5:40,3,60,0,0,0.188888889
2019/10/19 5:45,3,60,0,0,0.180555556
2019/10/19 5:50,3,60,0,0,0.519444444
2019/10/19 5:55,5,60,0,0,1.191666667
2019/10/19 6:00,3,60,0,0,0.705555556
2019/10/19 6:05,3,60,0,0,0.319444444
2019/10/19 6:10,5,60,0,0,0.941666667
2019/10/19 6:15,4,60,0,0,0.8375
2019/10/19 6:20,7,60,0,0,0.686904762
2019/10/19 6:25,7,60,0,0,1.05952381
2019/10/19 6:30,5,23,6,31,0.61
2019/10/19 6:35,5,25,18,17,0.338333333
2019/10/19 6:40,7,36,18,6,0.16547619
2019/10/19 6:45,8,27,33,0,0.134375
2019/10/19 6:50,4,54,6,0,0.139583333
2019/10/19 6:55,6,60,0,0,0.2375
2019/10/19 7:00,5,53,0,7,0.18
2019/10/19 7:05,6,60,0,0,0.031944444
2019/10/19 7:10,5,60,0,0,0
2019/10/19 7:15,7,46,0,14,0.19047619
2019/10/19 7:20,6,60,0,0,0.166666667
2019/10/19 7:25,4,60,0,0,0.458333333
2019/10/19 7:30,7,60,0,0,0.276190476
2019/10/19 7:35,8,60,0,0,0.08125
2019/10/19 7:40,5,60,0,0,0.16
2019/10/19 7:45,5,57,0,3,0.446666667
2019/10/19 7:50,3,47,0,13,0.208333333
2019/10/19 7:55,3,60,0,0,0.094444444
2019/10/19 8:00,4,60,0,0,nan
2019/10/19 8:05,7,60,0,0,0.025
2019/10/19 8:10,3,60,0,0,0.033333333
2019/10/19 8:15,7,60,0,0,0.123809524
2019/10/19 8:20,6,60,0,0,0
2019/10/19 8:25,6,60,0,0,0.383333333
2019/10/19 8:30,,,,,
2019/10/19 8:35,,,,,
2019/10/19 8:40,,,,,
2019/10/19 8:45,,,,,
2019/10/19 8:50,,,,,
2019/10/19 8:55,,,,,
2019/10/19 9:00,,,,,
2019/10/19 9:05,,,,,
2019/10/19 9:10,,,,,
2019/10/19 9:15,,,,,
2019/10/19 9:20,,,,,
2019/10/19 9:25,,,,,
2019/10/19 9:30,,,,,
2019/10/19 9:35,,,,,
2019/10/19 9:40,,,,,
2019/10/19 9:45,,,,,
2019/10/19 9:50,,,,,
2019/10/19 9:55,,,,,
2019/10/19 10:00,,,,,
2019/10/19 10:05,,,,,
2019/10/19 10:10,,,,,
2019/10/19 10:15,,,,,
2019/10/19 10:20,,,,,
2019/10/19 10:25,,,,,
2019/10/19 10:30,,,,,
2019/10/19 10:35,,,,,
2019/10/19 10:40,,,,,
2019/10/19 10:45,,,,,
2019/10/19 10:50,,,,,
2019/10/19 10:55,,,,,
2019/10/19 11:00,,,,,
2019/10/19 11:05,,,,,
2019/10/19 11:10,,,,,
2019/10/19 11:15,,,,,
2019/10/19 11:20,,,,,
2019/10/19 11:25,,,,,
2019/10/19 11:30,,,,,
2019/10/19 11:35,,,,,
2019/10/19 11:40,,,,,
2019/10/19 11:45,,,,,
2019/10/19 11:50,,,,,
2019/10/19 11:55,,,,,
2019/10/19 12:00,,,,,
2019/10/19 12:05,,,,,
2019/10/19 12:10,,,,,
2019/10/19 12:15,,,,,
2019/10/19 12:20,,,,,
2019/10/19 12:25,,,,,
2019/10/19 12:30,3,15,22,23,0.419444444
2019/10/19 12:35,3,21,23,16,0.619444444
2019/10/19 12:40,2,19,29,12,0.429166667
2019/10/19 12:45,3,4,56,0,0.033333333
2019/10/19 12:50,2,0,47,13,0.108333333
2019/10/19 12:55,2,12,48,0,0.058333333
2019/10/19 13:00,2,22,38,0,nan
2019/10/19 13:05,4,37,23,0,0.470833333
2019/10/19 13:10,4,9,35,16,0.3375
2019/10/19 13:15,3,5,38,17,0.169444444
2019/10/19 13:20,2,0,40,20,0.166666667
2019/10/19 13:25,1,12,25,23,0.383333333
2019/10/19 13:30,3,0,17,43,0.261111111
2019/10/19 13:35,2,0,58,2,0.133333333
2019/10/19 13:40,2,1,47,12,0.2375
2019/10/19 13:45,2,0,60,0,0.216666667
2019/10/19 13:50,2,1,59,0,0.379166667
2019/10/19 13:55,2,2,58,0,0.216666667
2019/10/19 14:00,2,1,59,0,nan
2019/10/19 14:05,2,0,60,0,0.175
2019/10/19 14:10,2,0,60,0,0.304166667
2019/10/19 14:15,2,0,60,0,0.283333333
2019/10/19 14:20,1,0,49,11,1.15
2019/10/19 14:25,1,8,45,7,0.4
2019/10/19 14:30,4,36,19,5,0.510416667
2019/10/19 14:35,5,12,38,10,0.281666667
2019/10/19 14:40,2,3,38,19,0.1375
2019/10/19 14:45,2,0,29,31,0.641666667
2019/10/19 14:50,2,0,39,21,0.570833333
2019/10/19 14:55,2,3,57,0,0.108333333
2019/10/19 15:00,2,0,53,7,0.258333333
2019/10/19 15:05,2,0,47,13,0.283333333
2019/10/19 15:10,3,0,51,9,0.2
2019/10/19 15:15,2,0,60,0,0.441666667
2019/10/19 15:20,2,11,49,0,0.308333333
2019/10/19 15:25,2,0,60,0,0.629166667
2019/10/19 15:30,2,0,60,0,0.741666667
2019/10/19 15:35,2,0,60,0,0.779166667
2019/10/19 15:40,1,15,45,0,0.566666667
2019/10/19 15:45,2,27,33,0,0.3375
2019/10/19 15:50,2,11,49,0,0.391666667
2019/10/19 15:55,3,29,31,0,0.416666667
2019/10/19 16:00,2,1,59,0,nan
2019/10/19 16:05,4,5,55,0,0.575
2019/10/19 16:10,2,2,58,0,0.495833333
2019/10/19 16:15,3,0,60,0,0.047222222
2019/10/19 16:20,4,0,60,0,0.441666667
2019/10/19 16:25,2,9,44,7,0.308333333
2019/10/19 16:30,1,3,49,8,0.6
2019/10/19 16:35,1,12,43,5,0.625
2019/10/19 16:40,1,39,16,5,0.216666667
2019/10/19 16:45,1,14,21,25,0.608333333
2019/10/19 16:50,3,8,42,10,0.727777778
2019/10/19 16:55,2,12,37,11,0.6
2019/10/19 17:00,3,17,43,0,nan
2019/10/19 17:05,5,15,45,0,0.148333333
2019/10/19 17:10,5,1,59,0,0.09
2019/10/19 17:15,4,15,45,0,0.1
2019/10/19 17:20,4,20,24,16,0.283333333
2019/10/19 17:25,2,3,36,21,0.191666667
2019/10/19 17:30,4,2,46,12,0.15
2019/10/19 17:35,5,3,57,0,0.165
2019/10/19 17:40,3,7,53,0,0.080555556
2019/10/19 17:45,5,0,60,0,0.553333333
2019/10/19 17:50,8,0,21,39,0.20952381
2019/10/19 17:55,3,7,26,27,0.236111111
2019/10/19 18:00,5,37,3,20,nan
2019/10/19 18:05,2,57,3,0,0.0625
2019/10/19 18:10,4,53,0,7,0.258333333
2019/10/19 18:15,4,60,0,0,0
2019/10/19 18:20,4,60,0,0,0
2019/10/19 18:25,4,60,0,0,0
2019/10/19 18:30,4,60,0,0,0
2019/10/19 18:35,4,60,0,0,0
2019/10/19 18:40,4,60,0,0,0
2019/10/19 18:45,4,60,0,0,0
2019/10/19 18:50,4,60,0,0,0
2019/10/19 18:55,4,60,0,0,0.002083333
2019/10/19 19:00,4,60,0,0,0
2019/10/19 19:05,4,60,0,0,0
2019/10/19 19:10,4,60,0,0,0
2019/10/19 19:15,4,60,0,0,0.002083333
2019/10/19 19:20,3,60,0,0,0
2019/10/19 19:25,3,60,0,0,0
2019/10/19 19:30,3,60,0,0,0.066666667
2019/10/19 19:35,2,60,0,0,0
2019/10/19 19:40,2,60,0,0,0
2019/10/19 19:45,2,60,0,0,0
2019/10/19 19:50,3,60,0,0,0
2019/10/19 19:55,3,60,0,0,0
2019/10/19 20:00,3,60,0,0,0.005555556
2019/10/19 20:05,2,60,0,0,0
2019/10/19 20:10,2,60,0,0,0
2019/10/19 20:15,2,60,0,0,0
2019/10/19 20:20,2,60,0,0,0
2019/10/19 20:25,5,34,0,26,0.195
2019/10/19 20:30,3,38,22,0,0.663888889
2019/10/19 20:35,3,5,41,14,0.402777778
2019/10/19 20:40,4,45,12,3,0.491666667
2019/10/19 20:45,8,60,0,0,0.657291667
2019/10/19 20:50,6,60,0,0,0.397222222
2019/10/19 20:55,3,56,3,1,0.7
2019/10/19 21:00,6,47,7,6,nan
2019/10/19 21:05,4,37,19,4,0.25
2019/10/19 21:10,5,32,28,0,0.335
2019/10/19 21:15,2,60,0,0,0.041666667
2019/10/19 21:20,2,56,4,0,0.033333333
2019/10/19 21:25,2,60,0,0,0
2019/10/19 21:30,2,60,0,0,0
2019/10/19 21:35,2,60,0,0,0
2019/10/19 21:40,2,60,0,0,0
2019/10/19 21:45,2,60,0,0,0.1
2019/10/19 21:50,6,60,0,0,0.203333333
2019/10/19 21:55,5,60,0,0,0
2019/10/19 22:00,6,60,0,0,0
2019/10/19 22:05,6,60,0,0,0
2019/10/19 22:10,6,60,0,0,0
2019/10/19 22:15,6,60,0,0,0.004166667
2019/10/19 22:20,7,60,0,0,0.008333333
2019/10/19 22:25,6,57,3,0,0.025
2019/10/19 22:30,8,60,0,0,0
2019/10/19 22:35,4,60,0,0,0
2019/10/19 22:40,4,60,0,0,0
2019/10/19 22:45,1,60,0,0,0.15
2019/10/19 22:50,8,60,0,0,0
2019/10/19 22:55,8,60,0,0,0
2019/10/19 23:00,9,60,0,0,0.003703704
2019/10/19 23:05,7,60,0,0,0
2019/10/19 23:10,6,60,0,0,0.004166667
2019/10/19 23:15,7,60,0,0,0.001388889
2019/10/19 23:20,7,60,0,0,0
2019/10/19 23:25,9,60,0,0,0.011458333
2019/10/19 23:30,5,60,0,0,0
2019/10/19 23:35,5,60,0,0,0.018333333
2019/10/19 23:40,6,60,0,0,0
2019/10/19 23:45,6,60,0,0,0
2019/10/19 23:50,5,60,0,0,0.005
2019/10/19 23:55,3,60,0,0,0.388888889
2019/10/20 0:00,2,60,0,0,0.1
2019/10/20 0:05,2,60,0,0,0.291666667
2019/10/20 0:10,2,60,0,0,0.291666667
2019/10/20 0:15,2,60,0,0,0.095833333
2019/10/20 0:20,2,60,0,0,0
2019/10/20 0:25,2,60,0,0,0
2019/10/20 0:30,1,60,0,0,0
2019/10/20 0:35,2,57,0,3,0.05
2019/10/20 0:40,2,60,0,0,0
2019/10/20 0:45,2,60,0,0,0
2019/10/20 0:50,2,44,16,0,0.133333333
2019/10/20 0:55,2,60,0,0,0
2019/10/20 1:00,2,60,0,0,0
2019/10/20 1:05,2,60,0,0,0
2019/10/20 1:10,2,60,0,0,0.4
2019/10/20 1:15,6,60,0,0,0.153333333
2019/10/20 1:20,8,60,0,0,0.167857143
2019/10/20 1:25,8,60,0,0,0.302380952
2019/10/20 1:30,6,60,0,0,0.068333333
2019/10/20 1:35,7,49,11,0,0.279761905
2019/10/20 1:40,6,60,0,0,0.15
2019/10/20 1:45,4,60,0,0,0.225
2019/10/20 1:50,4,60,0,0,0.0375
2019/10/20 1:55,4,60,0,0,0
2019/10/20 2:00,4,60,0,0,0.008333333
2019/10/20 2:05,4,60,0,0,0
2019/10/20 2:10,4,60,0,0,0
2019/10/20 2:15,4,60,0,0,0.002083333
2019/10/20 2:20,4,60,0,0,0
2019/10/20 2:25,4,60,0,0,0
2019/10/20 2:30,4,60,0,0,0
2019/10/20 2:35,4,60,0,0,0
2019/10/20 2:40,3,60,0,0,0
2019/10/20 2:45,3,60,0,0,0
2019/10/20 2:50,4,60,0,0,0
2019/10/20 2:55,4,60,0,0,0
2019/10/20 3:00,4,60,0,0,0
2019/10/20 3:05,1,60,0,0,0
2019/10/20 3:10,1,60,0,0,0
2019/10/20 3:15,4,60,0,0,0.020833333
2019/10/20 3:20,4,60,0,0,0
2019/10/20 3:25,4,60,0,0,0
2019/10/20 3:30,1,60,0,0,0
2019/10/20 3:35,1,60,0,0,0
2019/10/20 3:40,1,60,0,0,0
2019/10/20 3:45,1,60,0,0,0
2019/10/20 3:50,1,60,0,0,0
2019/10/20 3:55,1,60,0,0,0
2019/10/20 4:00,1,60,0,0,0
2019/10/20 4:05,4,60,0,0,0.075
2019/10/20 4:10,4,60,0,0,0
2019/10/20 4:15,4,60,0,0,0
2019/10/20 4:20,4,60,0,0,0
2019/10/20 4:25,4,60,0,0,0
2019/10/20 4:30,4,60,0,0,0
2019/10/20 4:35,4,60,0,0,0
2019/10/20 4:40,4,60,0,0,0
2019/10/20 4:45,4,60,0,0,0
2019/10/20 4:50,4,60,0,0,0.014583333
2019/10/20 4:55,4,60,0,0,0.010416667
2019/10/20 5:00,4,60,0,0,0
2019/10/20 5:05,4,60,0,0,0
2019/10/20 5:10,4,60,0,0,0
2019/10/20 5:15,6,60,0,0,0
2019/10/20 5:20,5,60,0,0,0
2019/10/20 5:25,4,60,0,0,0.041666667
2019/10/20 5:30,4,60,0,0,0
2019/10/20 5:35,1,60,0,0,0
2019/10/20 5:40,1,60,0,0,0
2019/10/20 5:45,4,60,0,0,0.170833333
2019/10/20 5:50,3,60,0,0,0.075
